text,path,num_frames,width,height,trajectory_maps_path,videoid,mask_start_index,mask_end_index,box_path
a standing person braiding hair,/datadrive2/MeViS_release/train/JPEGImages/5aa3521cdc01,90,854,480,/datadrive2/MeViS_release/train/masks/5aa3521cdc01/2,5aa3521cdc01_2,0,89,/datadrive2/MeViS_release/train/boxes/5aa3521cdc01/2
a sitting lady,/datadrive2/MeViS_release/train/JPEGImages/5aa3521cdc01,90,854,480,/datadrive2/MeViS_release/train/masks/5aa3521cdc01/3,5aa3521cdc01_3,0,89,/datadrive2/MeViS_release/train/boxes/5aa3521cdc01/3
human who is braiding someone else's hair,/datadrive2/MeViS_release/train/JPEGImages/5aa3521cdc01,90,854,480,/datadrive2/MeViS_release/train/masks/5aa3521cdc01/4,5aa3521cdc01_4,0,89,/datadrive2/MeViS_release/train/boxes/5aa3521cdc01/4
a staying human braiding hair,/datadrive2/MeViS_release/train/JPEGImages/5aa3521cdc01,90,854,480,/datadrive2/MeViS_release/train/masks/5aa3521cdc01/5,5aa3521cdc01_5,0,89,/datadrive2/MeViS_release/train/boxes/5aa3521cdc01/5
a man playing a drum sits behind the left,/datadrive2/MeViS_release/train/JPEGImages/9946b1d5c06a,90,640,480,/datadrive2/MeViS_release/train/masks/9946b1d5c06a/0,9946b1d5c06a_0,0,89,/datadrive2/MeViS_release/train/boxes/9946b1d5c06a/0
a seated lady,/datadrive2/MeViS_release/train/JPEGImages/5aa3521cdc01,90,854,480,/datadrive2/MeViS_release/train/masks/5aa3521cdc01/6,5aa3521cdc01_6,0,89,/datadrive2/MeViS_release/train/boxes/5aa3521cdc01/6
a woman standing still and shaking the instrument slightly with her hands,/datadrive2/MeViS_release/train/JPEGImages/9946b1d5c06a,90,640,480,/datadrive2/MeViS_release/train/masks/9946b1d5c06a/1,9946b1d5c06a_1,0,89,/datadrive2/MeViS_release/train/boxes/9946b1d5c06a/1
three people walking and dancing,/datadrive2/MeViS_release/train/JPEGImages/9946b1d5c06a,90,640,480,/datadrive2/MeViS_release/train/masks/9946b1d5c06a/2,9946b1d5c06a_2,0,89,/datadrive2/MeViS_release/train/boxes/9946b1d5c06a/2
two ladies playing instruments,/datadrive2/MeViS_release/train/JPEGImages/9946b1d5c06a,90,640,480,/datadrive2/MeViS_release/train/masks/9946b1d5c06a/3,9946b1d5c06a_3,0,89,/datadrive2/MeViS_release/train/boxes/9946b1d5c06a/3
people dancing,/datadrive2/MeViS_release/train/JPEGImages/9946b1d5c06a,90,640,480,/datadrive2/MeViS_release/train/masks/9946b1d5c06a/4,9946b1d5c06a_4,0,89,/datadrive2/MeViS_release/train/boxes/9946b1d5c06a/4
a man frolicking a drum sits behind the left-side,/datadrive2/MeViS_release/train/JPEGImages/9946b1d5c06a,90,640,480,/datadrive2/MeViS_release/train/masks/9946b1d5c06a/5,9946b1d5c06a_5,0,89,/datadrive2/MeViS_release/train/boxes/9946b1d5c06a/5
a woman staying still and shaking the instrument slightly with her hands,/datadrive2/MeViS_release/train/JPEGImages/9946b1d5c06a,90,640,480,/datadrive2/MeViS_release/train/masks/9946b1d5c06a/6,9946b1d5c06a_6,0,89,/datadrive2/MeViS_release/train/boxes/9946b1d5c06a/6
three people moving and dancing,/datadrive2/MeViS_release/train/JPEGImages/9946b1d5c06a,90,640,480,/datadrive2/MeViS_release/train/masks/9946b1d5c06a/7,9946b1d5c06a_7,0,89,/datadrive2/MeViS_release/train/boxes/9946b1d5c06a/7
two ladies frolicking instruments,/datadrive2/MeViS_release/train/JPEGImages/9946b1d5c06a,90,640,480,/datadrive2/MeViS_release/train/masks/9946b1d5c06a/8,9946b1d5c06a_8,0,89,/datadrive2/MeViS_release/train/boxes/9946b1d5c06a/8
a woman staying in place without changing position and shaking the instrument slightly with her hands,/datadrive2/MeViS_release/train/JPEGImages/9946b1d5c06a,90,640,480,/datadrive2/MeViS_release/train/masks/9946b1d5c06a/9,9946b1d5c06a_9,0,89,/datadrive2/MeViS_release/train/boxes/9946b1d5c06a/9
a black car drives past,/datadrive2/MeViS_release/train/JPEGImages/1b6835c899e7,18,1920,1200,/datadrive2/MeViS_release/train/masks/1b6835c899e7/0,1b6835c899e7_0,0,17,/datadrive2/MeViS_release/train/boxes/1b6835c899e7/0
silver car move towards us,/datadrive2/MeViS_release/train/JPEGImages/1b6835c899e7,18,1920,1200,/datadrive2/MeViS_release/train/masks/1b6835c899e7/1,1b6835c899e7_1,0,17,/datadrive2/MeViS_release/train/boxes/1b6835c899e7/1
silver car shift towards us,/datadrive2/MeViS_release/train/JPEGImages/1b6835c899e7,18,1920,1200,/datadrive2/MeViS_release/train/masks/1b6835c899e7/2,1b6835c899e7_2,0,17,/datadrive2/MeViS_release/train/boxes/1b6835c899e7/2
pigeon standing still,/datadrive2/MeViS_release/train/JPEGImages/dae642ed7029,160,1920,1080,/datadrive2/MeViS_release/train/masks/dae642ed7029/1,dae642ed7029_1,0,159,/datadrive2/MeViS_release/train/boxes/dae642ed7029/1
pigeon walking around in birdcage,/datadrive2/MeViS_release/train/JPEGImages/dae642ed7029,160,1920,1080,/datadrive2/MeViS_release/train/masks/dae642ed7029/0,dae642ed7029_0,0,159,/datadrive2/MeViS_release/train/boxes/dae642ed7029/0
standing pigeon,/datadrive2/MeViS_release/train/JPEGImages/dae642ed7029,160,1920,1080,/datadrive2/MeViS_release/train/masks/dae642ed7029/2,dae642ed7029_2,0,159,/datadrive2/MeViS_release/train/boxes/dae642ed7029/2
pigeon moving around,/datadrive2/MeViS_release/train/JPEGImages/dae642ed7029,160,1920,1080,/datadrive2/MeViS_release/train/masks/dae642ed7029/3,dae642ed7029_3,0,159,/datadrive2/MeViS_release/train/boxes/dae642ed7029/3
two big pigeons that keep moving in circles,/datadrive2/MeViS_release/train/JPEGImages/dae642ed7029,160,1920,1080,/datadrive2/MeViS_release/train/masks/dae642ed7029/4,dae642ed7029_4,0,159,/datadrive2/MeViS_release/train/boxes/dae642ed7029/4
pigeons that first stand and then start moving,/datadrive2/MeViS_release/train/JPEGImages/dae642ed7029,160,1920,1080,/datadrive2/MeViS_release/train/masks/dae642ed7029/5,dae642ed7029_5,0,159,/datadrive2/MeViS_release/train/boxes/dae642ed7029/5
leftmost pigeon,/datadrive2/MeViS_release/train/JPEGImages/dae642ed7029,160,1920,1080,/datadrive2/MeViS_release/train/masks/dae642ed7029/7,dae642ed7029_7,0,159,/datadrive2/MeViS_release/train/boxes/dae642ed7029/7
three pigeons moving around,/datadrive2/MeViS_release/train/JPEGImages/dae642ed7029,160,1920,1080,/datadrive2/MeViS_release/train/masks/dae642ed7029/6,dae642ed7029_6,0,159,/datadrive2/MeViS_release/train/boxes/dae642ed7029/6
pigeons walk around,/datadrive2/MeViS_release/train/JPEGImages/dae642ed7029,160,1920,1080,/datadrive2/MeViS_release/train/masks/dae642ed7029/8,dae642ed7029_8,0,159,/datadrive2/MeViS_release/train/boxes/dae642ed7029/8
pigeon staying still,/datadrive2/MeViS_release/train/JPEGImages/dae642ed7029,160,1920,1080,/datadrive2/MeViS_release/train/masks/dae642ed7029/10,dae642ed7029_10,0,159,/datadrive2/MeViS_release/train/boxes/dae642ed7029/10
pigeon moving around in birdcage,/datadrive2/MeViS_release/train/JPEGImages/dae642ed7029,160,1920,1080,/datadrive2/MeViS_release/train/masks/dae642ed7029/9,dae642ed7029_9,0,159,/datadrive2/MeViS_release/train/boxes/dae642ed7029/9
staying pigeon,/datadrive2/MeViS_release/train/JPEGImages/dae642ed7029,160,1920,1080,/datadrive2/MeViS_release/train/masks/dae642ed7029/11,dae642ed7029_11,0,159,/datadrive2/MeViS_release/train/boxes/dae642ed7029/11
pigeon shifting around,/datadrive2/MeViS_release/train/JPEGImages/dae642ed7029,160,1920,1080,/datadrive2/MeViS_release/train/masks/dae642ed7029/12,dae642ed7029_12,0,159,/datadrive2/MeViS_release/train/boxes/dae642ed7029/12
two big pigeons that keep shifting in circles,/datadrive2/MeViS_release/train/JPEGImages/dae642ed7029,160,1920,1080,/datadrive2/MeViS_release/train/masks/dae642ed7029/13,dae642ed7029_13,0,159,/datadrive2/MeViS_release/train/boxes/dae642ed7029/13
pigeons that first stand and then start shifting,/datadrive2/MeViS_release/train/JPEGImages/dae642ed7029,160,1920,1080,/datadrive2/MeViS_release/train/masks/dae642ed7029/14,dae642ed7029_14,0,159,/datadrive2/MeViS_release/train/boxes/dae642ed7029/14
left-sidemost pigeon,/datadrive2/MeViS_release/train/JPEGImages/dae642ed7029,160,1920,1080,/datadrive2/MeViS_release/train/masks/dae642ed7029/16,dae642ed7029_16,0,159,/datadrive2/MeViS_release/train/boxes/dae642ed7029/16
three pigeons shifting around,/datadrive2/MeViS_release/train/JPEGImages/dae642ed7029,160,1920,1080,/datadrive2/MeViS_release/train/masks/dae642ed7029/15,dae642ed7029_15,0,159,/datadrive2/MeViS_release/train/boxes/dae642ed7029/15
someone helps the boy switch on the mic,/datadrive2/MeViS_release/train/JPEGImages/f019a6f22333,40,1280,720,/datadrive2/MeViS_release/train/masks/f019a6f22333/1,f019a6f22333_1,0,39,/datadrive2/MeViS_release/train/boxes/f019a6f22333/1
a boy holding a mic and singing and playing keyboard,/datadrive2/MeViS_release/train/JPEGImages/f019a6f22333,40,1280,720,/datadrive2/MeViS_release/train/masks/f019a6f22333/0,f019a6f22333_0,0,39,/datadrive2/MeViS_release/train/boxes/f019a6f22333/0
holding a mic and play piano,/datadrive2/MeViS_release/train/JPEGImages/f019a6f22333,40,1280,720,/datadrive2/MeViS_release/train/masks/f019a6f22333/2,f019a6f22333_2,0,39,/datadrive2/MeViS_release/train/boxes/f019a6f22333/2
a girl is doing somersault down the slope and climb up and somersault down again,/datadrive2/MeViS_release/train/JPEGImages/0774ba7eac30,36,640,480,/datadrive2/MeViS_release/train/masks/0774ba7eac30/0,0774ba7eac30_0,0,35,/datadrive2/MeViS_release/train/boxes/0774ba7eac30/0
a boy carrying a mic and singing and frolicking keyboard,/datadrive2/MeViS_release/train/JPEGImages/f019a6f22333,40,1280,720,/datadrive2/MeViS_release/train/masks/f019a6f22333/3,f019a6f22333_3,0,39,/datadrive2/MeViS_release/train/boxes/f019a6f22333/3
a man is protecting a girl when the girl is falling off,/datadrive2/MeViS_release/train/JPEGImages/0774ba7eac30,36,640,480,/datadrive2/MeViS_release/train/masks/0774ba7eac30/1,0774ba7eac30_1,0,35,/datadrive2/MeViS_release/train/boxes/0774ba7eac30/1
turn over on the cusion,/datadrive2/MeViS_release/train/JPEGImages/0774ba7eac30,36,640,480,/datadrive2/MeViS_release/train/masks/0774ba7eac30/2,0774ba7eac30_2,0,35,/datadrive2/MeViS_release/train/boxes/0774ba7eac30/2
following the kid and hold the kid,/datadrive2/MeViS_release/train/JPEGImages/0774ba7eac30,36,640,480,/datadrive2/MeViS_release/train/masks/0774ba7eac30/3,0774ba7eac30_3,0,35,/datadrive2/MeViS_release/train/boxes/0774ba7eac30/3
carrying a mic and play piano,/datadrive2/MeViS_release/train/JPEGImages/f019a6f22333,40,1280,720,/datadrive2/MeViS_release/train/masks/f019a6f22333/4,f019a6f22333_4,0,39,/datadrive2/MeViS_release/train/boxes/f019a6f22333/4
cabin under construction,/datadrive2/MeViS_release/train/JPEGImages/aeea91aa8827,90,854,480,/datadrive2/MeViS_release/train/masks/aeea91aa8827/0,aeea91aa8827_0,0,89,/datadrive2/MeViS_release/train/boxes/aeea91aa8827/0
two people busy building a wooden house,/datadrive2/MeViS_release/train/JPEGImages/aeea91aa8827,90,854,480,/datadrive2/MeViS_release/train/masks/aeea91aa8827/1,aeea91aa8827_1,0,89,/datadrive2/MeViS_release/train/boxes/aeea91aa8827/1
two men building a wooden house,/datadrive2/MeViS_release/train/JPEGImages/aeea91aa8827,90,854,480,/datadrive2/MeViS_release/train/masks/aeea91aa8827/2,aeea91aa8827_2,0,89,/datadrive2/MeViS_release/train/boxes/aeea91aa8827/2
lady looking down at the table and then take out a toy from the cabinet,/datadrive2/MeViS_release/train/JPEGImages/c8bc03f7cc79,30,1280,720,/datadrive2/MeViS_release/train/masks/c8bc03f7cc79/0,c8bc03f7cc79_0,0,29,/datadrive2/MeViS_release/train/boxes/c8bc03f7cc79/0
turn and take out a doll then walk outside the room,/datadrive2/MeViS_release/train/JPEGImages/c8bc03f7cc79,30,1280,720,/datadrive2/MeViS_release/train/masks/c8bc03f7cc79/1,c8bc03f7cc79_1,0,29,/datadrive2/MeViS_release/train/boxes/c8bc03f7cc79/1
woman looking down at the table and then take out a toy from the cabinet,/datadrive2/MeViS_release/train/JPEGImages/c8bc03f7cc79,30,1280,720,/datadrive2/MeViS_release/train/masks/c8bc03f7cc79/2,c8bc03f7cc79_2,0,29,/datadrive2/MeViS_release/train/boxes/c8bc03f7cc79/2
turn and take out a doll then move outside the room,/datadrive2/MeViS_release/train/JPEGImages/c8bc03f7cc79,30,1280,720,/datadrive2/MeViS_release/train/masks/c8bc03f7cc79/3,c8bc03f7cc79_3,0,29,/datadrive2/MeViS_release/train/boxes/c8bc03f7cc79/3
pigeon staying in place without changing position,/datadrive2/MeViS_release/train/JPEGImages/dae642ed7029,160,1920,1080,/datadrive2/MeViS_release/train/masks/dae642ed7029/18,dae642ed7029_18,0,159,/datadrive2/MeViS_release/train/boxes/dae642ed7029/18
man sitting and playing with mobile phone and making some gestures,/datadrive2/MeViS_release/train/JPEGImages/693f8577bb5f,90,480,852,/datadrive2/MeViS_release/train/masks/693f8577bb5f/0,693f8577bb5f_0,0,89,/datadrive2/MeViS_release/train/boxes/693f8577bb5f/0
pigeons move around,/datadrive2/MeViS_release/train/JPEGImages/dae642ed7029,160,1920,1080,/datadrive2/MeViS_release/train/masks/dae642ed7029/17,dae642ed7029_17,0,159,/datadrive2/MeViS_release/train/boxes/dae642ed7029/17
a lady sitting on sofa and play with phone and showing two fingers,/datadrive2/MeViS_release/train/JPEGImages/693f8577bb5f,90,480,852,/datadrive2/MeViS_release/train/masks/693f8577bb5f/1,693f8577bb5f_1,0,89,/datadrive2/MeViS_release/train/boxes/693f8577bb5f/1
man sitting and frolicking with mobile phone and making some gestures,/datadrive2/MeViS_release/train/JPEGImages/693f8577bb5f,90,480,852,/datadrive2/MeViS_release/train/masks/693f8577bb5f/2,693f8577bb5f_2,0,89,/datadrive2/MeViS_release/train/boxes/693f8577bb5f/2
a woman sitting on sofa and play with phone and showing two fingers,/datadrive2/MeViS_release/train/JPEGImages/693f8577bb5f,90,480,852,/datadrive2/MeViS_release/train/masks/693f8577bb5f/3,693f8577bb5f_3,0,89,/datadrive2/MeViS_release/train/boxes/693f8577bb5f/3
man seated and playing with mobile phone and making some gestures,/datadrive2/MeViS_release/train/JPEGImages/693f8577bb5f,90,480,852,/datadrive2/MeViS_release/train/masks/693f8577bb5f/4,693f8577bb5f_4,0,89,/datadrive2/MeViS_release/train/boxes/693f8577bb5f/4
a lady seated on sofa and play with phone and showing two fingers,/datadrive2/MeViS_release/train/JPEGImages/693f8577bb5f,90,480,852,/datadrive2/MeViS_release/train/masks/693f8577bb5f/5,693f8577bb5f_5,0,89,/datadrive2/MeViS_release/train/boxes/693f8577bb5f/5
man seated and frolicking with mobile phone and making some gestures,/datadrive2/MeViS_release/train/JPEGImages/693f8577bb5f,90,480,852,/datadrive2/MeViS_release/train/masks/693f8577bb5f/6,693f8577bb5f_6,0,89,/datadrive2/MeViS_release/train/boxes/693f8577bb5f/6
a woman seated on sofa and play with phone and showing two fingers,/datadrive2/MeViS_release/train/JPEGImages/693f8577bb5f,90,480,852,/datadrive2/MeViS_release/train/masks/693f8577bb5f/7,693f8577bb5f_7,0,89,/datadrive2/MeViS_release/train/boxes/693f8577bb5f/7
white goat running around barn,/datadrive2/MeViS_release/train/JPEGImages/ed920598a1e2,180,1280,720,/datadrive2/MeViS_release/train/masks/ed920598a1e2/0,ed920598a1e2_0,0,179,/datadrive2/MeViS_release/train/boxes/ed920598a1e2/0
dog chasing goats in barn,/datadrive2/MeViS_release/train/JPEGImages/ed920598a1e2,180,1280,720,/datadrive2/MeViS_release/train/masks/ed920598a1e2/1,ed920598a1e2_1,0,179,/datadrive2/MeViS_release/train/boxes/ed920598a1e2/1
sheep move around,/datadrive2/MeViS_release/train/JPEGImages/ed920598a1e2,180,1280,720,/datadrive2/MeViS_release/train/masks/ed920598a1e2/2,ed920598a1e2_2,0,179,/datadrive2/MeViS_release/train/boxes/ed920598a1e2/2
dog move around,/datadrive2/MeViS_release/train/JPEGImages/ed920598a1e2,180,1280,720,/datadrive2/MeViS_release/train/masks/ed920598a1e2/3,ed920598a1e2_3,0,179,/datadrive2/MeViS_release/train/boxes/ed920598a1e2/3
little black dog running around,/datadrive2/MeViS_release/train/JPEGImages/ed920598a1e2,180,1280,720,/datadrive2/MeViS_release/train/masks/ed920598a1e2/4,ed920598a1e2_4,0,179,/datadrive2/MeViS_release/train/boxes/ed920598a1e2/4
dog shepherding,/datadrive2/MeViS_release/train/JPEGImages/ed920598a1e2,180,1280,720,/datadrive2/MeViS_release/train/masks/ed920598a1e2/5,ed920598a1e2_5,0,179,/datadrive2/MeViS_release/train/boxes/ed920598a1e2/5
little dog run around,/datadrive2/MeViS_release/train/JPEGImages/ed920598a1e2,180,1280,720,/datadrive2/MeViS_release/train/masks/ed920598a1e2/6,ed920598a1e2_6,0,179,/datadrive2/MeViS_release/train/boxes/ed920598a1e2/6
sheep run around chased by the dog,/datadrive2/MeViS_release/train/JPEGImages/ed920598a1e2,180,1280,720,/datadrive2/MeViS_release/train/masks/ed920598a1e2/7,ed920598a1e2_7,0,179,/datadrive2/MeViS_release/train/boxes/ed920598a1e2/7
the dog herding the flock of sheep.,/datadrive2/MeViS_release/train/JPEGImages/ed920598a1e2,180,1280,720,/datadrive2/MeViS_release/train/masks/ed920598a1e2/8,ed920598a1e2_8,0,179,/datadrive2/MeViS_release/train/boxes/ed920598a1e2/8
the canine guiding the group of sheep.,/datadrive2/MeViS_release/train/JPEGImages/ed920598a1e2,180,1280,720,/datadrive2/MeViS_release/train/masks/ed920598a1e2/9,ed920598a1e2_9,0,179,/datadrive2/MeViS_release/train/boxes/ed920598a1e2/9
that dog is directing the herd of sheep.,/datadrive2/MeViS_release/train/JPEGImages/ed920598a1e2,180,1280,720,/datadrive2/MeViS_release/train/masks/ed920598a1e2/10,ed920598a1e2_10,0,179,/datadrive2/MeViS_release/train/boxes/ed920598a1e2/10
aircraft moving forward,/datadrive2/MeViS_release/train/JPEGImages/7979d205e53c,27,640,314,/datadrive2/MeViS_release/train/masks/7979d205e53c/0,7979d205e53c_0,0,26,/datadrive2/MeViS_release/train/boxes/7979d205e53c/0
aircraft moving to the right,/datadrive2/MeViS_release/train/JPEGImages/7979d205e53c,27,640,314,/datadrive2/MeViS_release/train/masks/7979d205e53c/1,7979d205e53c_1,0,26,/datadrive2/MeViS_release/train/boxes/7979d205e53c/1
airplane moving forward,/datadrive2/MeViS_release/train/JPEGImages/7979d205e53c,27,640,314,/datadrive2/MeViS_release/train/masks/7979d205e53c/2,7979d205e53c_2,0,26,/datadrive2/MeViS_release/train/boxes/7979d205e53c/2
airplane moving fron left to right,/datadrive2/MeViS_release/train/JPEGImages/7979d205e53c,27,640,314,/datadrive2/MeViS_release/train/masks/7979d205e53c/3,7979d205e53c_3,0,26,/datadrive2/MeViS_release/train/boxes/7979d205e53c/3
airplane moving from left to right,/datadrive2/MeViS_release/train/JPEGImages/7979d205e53c,27,640,314,/datadrive2/MeViS_release/train/masks/7979d205e53c/4,7979d205e53c_4,0,26,/datadrive2/MeViS_release/train/boxes/7979d205e53c/4
airplane moving from right to left,/datadrive2/MeViS_release/train/JPEGImages/7979d205e53c,27,640,314,/datadrive2/MeViS_release/train/masks/7979d205e53c/5,7979d205e53c_5,0,26,/datadrive2/MeViS_release/train/boxes/7979d205e53c/5
the dog driving the sheep herd.,/datadrive2/MeViS_release/train/JPEGImages/ed920598a1e2,180,1280,720,/datadrive2/MeViS_release/train/masks/ed920598a1e2/11,ed920598a1e2_11,0,179,/datadrive2/MeViS_release/train/boxes/ed920598a1e2/11
the closest plane,/datadrive2/MeViS_release/train/JPEGImages/7979d205e53c,27,640,314,/datadrive2/MeViS_release/train/masks/7979d205e53c/6,7979d205e53c_6,0,26,/datadrive2/MeViS_release/train/boxes/7979d205e53c/6
the second closest plane,/datadrive2/MeViS_release/train/JPEGImages/7979d205e53c,27,640,314,/datadrive2/MeViS_release/train/masks/7979d205e53c/7,7979d205e53c_7,0,26,/datadrive2/MeViS_release/train/boxes/7979d205e53c/7
the plane turning right,/datadrive2/MeViS_release/train/JPEGImages/7979d205e53c,27,640,314,/datadrive2/MeViS_release/train/masks/7979d205e53c/8,7979d205e53c_8,0,26,/datadrive2/MeViS_release/train/boxes/7979d205e53c/8
the plane moving left,/datadrive2/MeViS_release/train/JPEGImages/7979d205e53c,27,640,314,/datadrive2/MeViS_release/train/masks/7979d205e53c/9,7979d205e53c_9,0,26,/datadrive2/MeViS_release/train/boxes/7979d205e53c/9
aircraft moving forward away from us,/datadrive2/MeViS_release/train/JPEGImages/7979d205e53c,27,640,314,/datadrive2/MeViS_release/train/masks/7979d205e53c/10,7979d205e53c_10,0,26,/datadrive2/MeViS_release/train/boxes/7979d205e53c/10
aircraft turn right,/datadrive2/MeViS_release/train/JPEGImages/7979d205e53c,27,640,314,/datadrive2/MeViS_release/train/masks/7979d205e53c/11,7979d205e53c_11,0,26,/datadrive2/MeViS_release/train/boxes/7979d205e53c/11
aircraft shifting forward,/datadrive2/MeViS_release/train/JPEGImages/7979d205e53c,27,640,314,/datadrive2/MeViS_release/train/masks/7979d205e53c/12,7979d205e53c_12,0,26,/datadrive2/MeViS_release/train/boxes/7979d205e53c/12
aircraft shifting to the right-side,/datadrive2/MeViS_release/train/JPEGImages/7979d205e53c,27,640,314,/datadrive2/MeViS_release/train/masks/7979d205e53c/13,7979d205e53c_13,0,26,/datadrive2/MeViS_release/train/boxes/7979d205e53c/13
airplane shifting forward,/datadrive2/MeViS_release/train/JPEGImages/7979d205e53c,27,640,314,/datadrive2/MeViS_release/train/masks/7979d205e53c/14,7979d205e53c_14,0,26,/datadrive2/MeViS_release/train/boxes/7979d205e53c/14
airplane shifting fron left-side to right-side,/datadrive2/MeViS_release/train/JPEGImages/7979d205e53c,27,640,314,/datadrive2/MeViS_release/train/masks/7979d205e53c/15,7979d205e53c_15,0,26,/datadrive2/MeViS_release/train/boxes/7979d205e53c/15
airplane shifting from left-side to right-side,/datadrive2/MeViS_release/train/JPEGImages/7979d205e53c,27,640,314,/datadrive2/MeViS_release/train/masks/7979d205e53c/16,7979d205e53c_16,0,26,/datadrive2/MeViS_release/train/boxes/7979d205e53c/16
airplane shifting from right-side to left-side,/datadrive2/MeViS_release/train/JPEGImages/7979d205e53c,27,640,314,/datadrive2/MeViS_release/train/masks/7979d205e53c/17,7979d205e53c_17,0,26,/datadrive2/MeViS_release/train/boxes/7979d205e53c/17
the plane turning right-side,/datadrive2/MeViS_release/train/JPEGImages/7979d205e53c,27,640,314,/datadrive2/MeViS_release/train/masks/7979d205e53c/18,7979d205e53c_18,0,26,/datadrive2/MeViS_release/train/boxes/7979d205e53c/18
the plane shifting left-side,/datadrive2/MeViS_release/train/JPEGImages/7979d205e53c,27,640,314,/datadrive2/MeViS_release/train/masks/7979d205e53c/19,7979d205e53c_19,0,26,/datadrive2/MeViS_release/train/boxes/7979d205e53c/19
aircraft shifting forward away from us,/datadrive2/MeViS_release/train/JPEGImages/7979d205e53c,27,640,314,/datadrive2/MeViS_release/train/masks/7979d205e53c/20,7979d205e53c_20,0,26,/datadrive2/MeViS_release/train/boxes/7979d205e53c/20
aircraft turn right-side,/datadrive2/MeViS_release/train/JPEGImages/7979d205e53c,27,640,314,/datadrive2/MeViS_release/train/masks/7979d205e53c/21,7979d205e53c_21,0,26,/datadrive2/MeViS_release/train/boxes/7979d205e53c/21
the sheepdog rounding up the flock of sheep.,/datadrive2/MeViS_release/train/JPEGImages/ed920598a1e2,180,1280,720,/datadrive2/MeViS_release/train/masks/ed920598a1e2/12,ed920598a1e2_12,0,179,/datadrive2/MeViS_release/train/boxes/ed920598a1e2/12
the fighter jet turning right.,/datadrive2/MeViS_release/train/JPEGImages/7979d205e53c,27,640,314,/datadrive2/MeViS_release/train/masks/7979d205e53c/22,7979d205e53c_22,0,26,/datadrive2/MeViS_release/train/boxes/7979d205e53c/22
the aircraft making a right turn.,/datadrive2/MeViS_release/train/JPEGImages/7979d205e53c,27,640,314,/datadrive2/MeViS_release/train/masks/7979d205e53c/23,7979d205e53c_23,0,26,/datadrive2/MeViS_release/train/boxes/7979d205e53c/23
that fighter plane executing a right turn.,/datadrive2/MeViS_release/train/JPEGImages/7979d205e53c,27,640,314,/datadrive2/MeViS_release/train/masks/7979d205e53c/24,7979d205e53c_24,0,26,/datadrive2/MeViS_release/train/boxes/7979d205e53c/24
the jet performing a rightward maneuver.,/datadrive2/MeViS_release/train/JPEGImages/7979d205e53c,27,640,314,/datadrive2/MeViS_release/train/masks/7979d205e53c/25,7979d205e53c_25,0,26,/datadrive2/MeViS_release/train/boxes/7979d205e53c/25
the warplane veering to the right.,/datadrive2/MeViS_release/train/JPEGImages/7979d205e53c,27,640,314,/datadrive2/MeViS_release/train/masks/7979d205e53c/26,7979d205e53c_26,0,26,/datadrive2/MeViS_release/train/boxes/7979d205e53c/26
the dog operating the sheep herd.,/datadrive2/MeViS_release/train/JPEGImages/ed920598a1e2,180,1280,720,/datadrive2/MeViS_release/train/masks/ed920598a1e2/13,ed920598a1e2_13,0,179,/datadrive2/MeViS_release/train/boxes/ed920598a1e2/13
tiger cub rolling around,/datadrive2/MeViS_release/train/JPEGImages/93d2e397b55e,80,1280,720,/datadrive2/MeViS_release/train/masks/93d2e397b55e/0,93d2e397b55e_0,0,79,/datadrive2/MeViS_release/train/boxes/93d2e397b55e/0
cat fight with others and run away,/datadrive2/MeViS_release/train/JPEGImages/93d2e397b55e,80,1280,720,/datadrive2/MeViS_release/train/masks/93d2e397b55e/1,93d2e397b55e_1,0,79,/datadrive2/MeViS_release/train/boxes/93d2e397b55e/1
cat lie down and fight,/datadrive2/MeViS_release/train/JPEGImages/93d2e397b55e,80,1280,720,/datadrive2/MeViS_release/train/masks/93d2e397b55e/2,93d2e397b55e_2,0,79,/datadrive2/MeViS_release/train/boxes/93d2e397b55e/2
cat walk around,/datadrive2/MeViS_release/train/JPEGImages/93d2e397b55e,80,1280,720,/datadrive2/MeViS_release/train/masks/93d2e397b55e/3,93d2e397b55e_3,0,79,/datadrive2/MeViS_release/train/boxes/93d2e397b55e/3
the tiger cub on top of another tiger cub,/datadrive2/MeViS_release/train/JPEGImages/93d2e397b55e,80,1280,720,/datadrive2/MeViS_release/train/masks/93d2e397b55e/4,93d2e397b55e_4,0,79,/datadrive2/MeViS_release/train/boxes/93d2e397b55e/4
the little tiger lying on the ground with its stomach leaking out,/datadrive2/MeViS_release/train/JPEGImages/93d2e397b55e,80,1280,720,/datadrive2/MeViS_release/train/masks/93d2e397b55e/5,93d2e397b55e_5,0,79,/datadrive2/MeViS_release/train/boxes/93d2e397b55e/5
the little tiger running to the green bucket,/datadrive2/MeViS_release/train/JPEGImages/93d2e397b55e,80,1280,720,/datadrive2/MeViS_release/train/masks/93d2e397b55e/6,93d2e397b55e_6,0,79,/datadrive2/MeViS_release/train/boxes/93d2e397b55e/6
baby tiger fight with the other then run away,/datadrive2/MeViS_release/train/JPEGImages/93d2e397b55e,80,1280,720,/datadrive2/MeViS_release/train/masks/93d2e397b55e/7,93d2e397b55e_7,0,79,/datadrive2/MeViS_release/train/boxes/93d2e397b55e/7
