text,path,num_frames,width,height,trajectory_maps_path,videoid,mask_start_index,mask_end_index,box_path
"the plane at a standstill, not moving.",/datadrive2/MeViS_release/train/JPEGImages/823977b66fbd,55,1920,945,/datadrive2/MeViS_release/train/masks/823977b66fbd/27,823977b66fbd_27,0,54,/datadrive2/MeViS_release/train/boxes/823977b66fbd/27
"the immobile airplane, not in motion.",/datadrive2/MeViS_release/train/JPEGImages/823977b66fbd,55,1920,945,/datadrive2/MeViS_release/train/masks/823977b66fbd/28,823977b66fbd_28,0,54,/datadrive2/MeViS_release/train/boxes/823977b66fbd/28
"the aircraft halted in its position, not moving.",/datadrive2/MeViS_release/train/JPEGImages/823977b66fbd,55,1920,945,/datadrive2/MeViS_release/train/masks/823977b66fbd/29,823977b66fbd_29,0,54,/datadrive2/MeViS_release/train/boxes/823977b66fbd/29
"the plane remaining still, without any movement.",/datadrive2/MeViS_release/train/JPEGImages/823977b66fbd,55,1920,945,/datadrive2/MeViS_release/train/masks/823977b66fbd/30,823977b66fbd_30,0,54,/datadrive2/MeViS_release/train/boxes/823977b66fbd/30
"the stationary airplane, not going anywhere.",/datadrive2/MeViS_release/train/JPEGImages/823977b66fbd,55,1920,945,/datadrive2/MeViS_release/train/masks/823977b66fbd/31,823977b66fbd_31,0,54,/datadrive2/MeViS_release/train/boxes/823977b66fbd/31
the airplane in motion.,/datadrive2/MeViS_release/train/JPEGImages/823977b66fbd,55,1920,945,/datadrive2/MeViS_release/train/masks/823977b66fbd/32,823977b66fbd_32,0,54,/datadrive2/MeViS_release/train/boxes/823977b66fbd/32
the moving plane.,/datadrive2/MeViS_release/train/JPEGImages/823977b66fbd,55,1920,945,/datadrive2/MeViS_release/train/masks/823977b66fbd/33,823977b66fbd_33,0,54,/datadrive2/MeViS_release/train/boxes/823977b66fbd/33
the airplane on the move.,/datadrive2/MeViS_release/train/JPEGImages/823977b66fbd,55,1920,945,/datadrive2/MeViS_release/train/masks/823977b66fbd/34,823977b66fbd_34,0,54,/datadrive2/MeViS_release/train/boxes/823977b66fbd/34
"the plane in motion, in flight.",/datadrive2/MeViS_release/train/JPEGImages/823977b66fbd,55,1920,945,/datadrive2/MeViS_release/train/masks/823977b66fbd/35,823977b66fbd_35,0,54,/datadrive2/MeViS_release/train/boxes/823977b66fbd/35
the aircraft actively moving.,/datadrive2/MeViS_release/train/JPEGImages/823977b66fbd,55,1920,945,/datadrive2/MeViS_release/train/masks/823977b66fbd/36,823977b66fbd_36,0,54,/datadrive2/MeViS_release/train/boxes/823977b66fbd/36
"the airplane in transit, in motion.",/datadrive2/MeViS_release/train/JPEGImages/823977b66fbd,55,1920,945,/datadrive2/MeViS_release/train/masks/823977b66fbd/37,823977b66fbd_37,0,54,/datadrive2/MeViS_release/train/boxes/823977b66fbd/37
airplane operating forward,/datadrive2/MeViS_release/train/JPEGImages/823977b66fbd,55,1920,945,/datadrive2/MeViS_release/train/masks/823977b66fbd/38,823977b66fbd_38,0,54,/datadrive2/MeViS_release/train/boxes/823977b66fbd/38
does not change position,/datadrive2/MeViS_release/train/JPEGImages/823977b66fbd,55,1920,945,/datadrive2/MeViS_release/train/masks/823977b66fbd/39,823977b66fbd_39,0,54,/datadrive2/MeViS_release/train/boxes/823977b66fbd/39
the airplane on the go.,/datadrive2/MeViS_release/train/JPEGImages/823977b66fbd,55,1920,945,/datadrive2/MeViS_release/train/masks/823977b66fbd/40,823977b66fbd_40,0,54,/datadrive2/MeViS_release/train/boxes/823977b66fbd/40
baby lying in father's arms,/datadrive2/MeViS_release/train/JPEGImages/324cf43317fc,90,852,480,/datadrive2/MeViS_release/train/masks/324cf43317fc/0,324cf43317fc_0,0,89,/datadrive2/MeViS_release/train/boxes/324cf43317fc/0
man lying on sofa hugging little boy,/datadrive2/MeViS_release/train/JPEGImages/324cf43317fc,90,852,480,/datadrive2/MeViS_release/train/masks/324cf43317fc/1,324cf43317fc_1,0,89,/datadrive2/MeViS_release/train/boxes/324cf43317fc/1
a baby held by a man,/datadrive2/MeViS_release/train/JPEGImages/324cf43317fc,90,852,480,/datadrive2/MeViS_release/train/masks/324cf43317fc/2,324cf43317fc_2,0,89,/datadrive2/MeViS_release/train/boxes/324cf43317fc/2
a man playing with the baby,/datadrive2/MeViS_release/train/JPEGImages/324cf43317fc,90,852,480,/datadrive2/MeViS_release/train/masks/324cf43317fc/3,324cf43317fc_3,0,89,/datadrive2/MeViS_release/train/boxes/324cf43317fc/3
a man frolicking with the baby,/datadrive2/MeViS_release/train/JPEGImages/324cf43317fc,90,852,480,/datadrive2/MeViS_release/train/masks/324cf43317fc/4,324cf43317fc_4,0,89,/datadrive2/MeViS_release/train/boxes/324cf43317fc/4
chameleon moving around in circles,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/0,58470c9235f5_0,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/0
human hand moving around,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/1,58470c9235f5_1,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/1
lizard sits on other's back and walks in circles,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/2,58470c9235f5_2,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/2
lizard sits on others back and walks in circles,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/3,58470c9235f5_3,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/3
lizard walks in circles,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/4,58470c9235f5_4,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/4
hand playing with lizard,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/5,58470c9235f5_5,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/5
yellow lizard on the back of another lizard,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/6,58470c9235f5_6,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/6
the lizard moving with another lizard lying on its back,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/7,58470c9235f5_7,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/7
human hand touching the lizard,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/8,58470c9235f5_8,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/8
stay on the back of the other lizard,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/9,58470c9235f5_9,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/9
lizard walk in a circle,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/10,58470c9235f5_10,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/10
chameleon shifting around in circles,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/11,58470c9235f5_11,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/11
human hand shifting around,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/12,58470c9235f5_12,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/12
lizard sits on other's back-side and walks in circles,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/13,58470c9235f5_13,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/13
lizard sits on others back-side and walks in circles,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/14,58470c9235f5_14,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/14
hand frolicking with lizard,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/15,58470c9235f5_15,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/15
yellow lizard on the back-side of another lizard,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/16,58470c9235f5_16,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/16
the lizard shifting with another lizard lying on its back,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/17,58470c9235f5_17,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/17
stay on the back-side of the other lizard,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/18,58470c9235f5_18,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/18
lizard move in a circle,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/19,58470c9235f5_19,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/19
the lizard that is pressing on top of the other lizard,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/20,58470c9235f5_20,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/20
the lizard that is being pressed upon by another lizard,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/21,58470c9235f5_21,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/21
the lizard that is on top of another lizard,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/22,58470c9235f5_22,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/22
the lizard that is underneath another lizard,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/23,58470c9235f5_23,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/23
the lizard that is bearing the weight of another lizard,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/24,58470c9235f5_24,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/24
the lizard that is being pinned down by another lizard and circling on the ground,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/25,58470c9235f5_25,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/25
the lizard that is underneath another lizard and spinning in circles on the ground,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/26,58470c9235f5_26,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/26
the lizard that is being pressed upon by another lizard and moving in a circular motion on the ground,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/27,58470c9235f5_27,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/27
the lizard that is held down by another lizard and rotating on the ground,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/28,58470c9235f5_28,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/28
the lizard that is being crushed by another lizard and twirling on the ground,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/29,58470c9235f5_29,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/29
the two lizards spinning and moving in circles,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/30,58470c9235f5_30,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/30
the pair of lizards rotating and circling as they move,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/31,58470c9235f5_31,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/31
the two lizards twirling and maneuvering in circular motions,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/32,58470c9235f5_32,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/32
the duo of lizards spinning around and moving in synchronized circles,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/33,58470c9235f5_33,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/33
the hand touching the lizard,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/34,58470c9235f5_34,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/34
the hand making contact with the lizard,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/35,58470c9235f5_35,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/35
the hand reaching out to touch the lizard,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/36,58470c9235f5_36,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/36
the hand coming into contact with the lizard's body.,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/37,58470c9235f5_37,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/37
the hand gently caressing the surface of the lizard,/datadrive2/MeViS_release/train/JPEGImages/58470c9235f5,95,1280,620,/datadrive2/MeViS_release/train/masks/58470c9235f5/38,58470c9235f5_38,0,94,/datadrive2/MeViS_release/train/boxes/58470c9235f5/38
the cat standing still without changing its position.,/datadrive2/MeViS_release/train/JPEGImages/9ab382c375ea,133,887,720,/datadrive2/MeViS_release/train/masks/9ab382c375ea/0,9ab382c375ea_0,0,132,/datadrive2/MeViS_release/train/boxes/9ab382c375ea/0
the stationary cat not moving from its spot.,/datadrive2/MeViS_release/train/JPEGImages/9ab382c375ea,133,887,720,/datadrive2/MeViS_release/train/masks/9ab382c375ea/1,9ab382c375ea_1,0,132,/datadrive2/MeViS_release/train/boxes/9ab382c375ea/1
the cat that remains in one place without any movement.,/datadrive2/MeViS_release/train/JPEGImages/9ab382c375ea,133,887,720,/datadrive2/MeViS_release/train/masks/9ab382c375ea/2,9ab382c375ea_2,0,132,/datadrive2/MeViS_release/train/boxes/9ab382c375ea/2
"the unmoving cat, staying in its original position.",/datadrive2/MeViS_release/train/JPEGImages/9ab382c375ea,133,887,720,/datadrive2/MeViS_release/train/masks/9ab382c375ea/3,9ab382c375ea_3,0,132,/datadrive2/MeViS_release/train/boxes/9ab382c375ea/3
the feline that is stationary and hasn't shifted its location.,/datadrive2/MeViS_release/train/JPEGImages/9ab382c375ea,133,887,720,/datadrive2/MeViS_release/train/masks/9ab382c375ea/4,9ab382c375ea_4,0,132,/datadrive2/MeViS_release/train/boxes/9ab382c375ea/4
the cat standing in the same spot without any movement.,/datadrive2/MeViS_release/train/JPEGImages/9ab382c375ea,133,887,720,/datadrive2/MeViS_release/train/masks/9ab382c375ea/5,9ab382c375ea_5,0,132,/datadrive2/MeViS_release/train/boxes/9ab382c375ea/5
the cat that walks around and changes its position.,/datadrive2/MeViS_release/train/JPEGImages/9ab382c375ea,133,887,720,/datadrive2/MeViS_release/train/masks/9ab382c375ea/6,9ab382c375ea_6,0,132,/datadrive2/MeViS_release/train/boxes/9ab382c375ea/6
the moving cat that shifts from place to place.,/datadrive2/MeViS_release/train/JPEGImages/9ab382c375ea,133,887,720,/datadrive2/MeViS_release/train/masks/9ab382c375ea/7,9ab382c375ea_7,0,132,/datadrive2/MeViS_release/train/boxes/9ab382c375ea/7
the feline that is mobile and relocates.,/datadrive2/MeViS_release/train/JPEGImages/9ab382c375ea,133,887,720,/datadrive2/MeViS_release/train/masks/9ab382c375ea/8,9ab382c375ea_8,0,132,/datadrive2/MeViS_release/train/boxes/9ab382c375ea/8
the cat that wanders and changes its location.,/datadrive2/MeViS_release/train/JPEGImages/9ab382c375ea,133,887,720,/datadrive2/MeViS_release/train/masks/9ab382c375ea/9,9ab382c375ea_9,0,132,/datadrive2/MeViS_release/train/boxes/9ab382c375ea/9
"the cat in motion, shifting its position.",/datadrive2/MeViS_release/train/JPEGImages/9ab382c375ea,133,887,720,/datadrive2/MeViS_release/train/masks/9ab382c375ea/10,9ab382c375ea_10,0,132,/datadrive2/MeViS_release/train/boxes/9ab382c375ea/10
the cat that walks and moves from one place to another.,/datadrive2/MeViS_release/train/JPEGImages/9ab382c375ea,133,887,720,/datadrive2/MeViS_release/train/masks/9ab382c375ea/11,9ab382c375ea_11,0,132,/datadrive2/MeViS_release/train/boxes/9ab382c375ea/11
moving surfboard,/datadrive2/MeViS_release/train/JPEGImages/01811d604bf6,90,854,480,/datadrive2/MeViS_release/train/masks/01811d604bf6/0,01811d604bf6_0,0,89,/datadrive2/MeViS_release/train/boxes/01811d604bf6/0
a floating water skiing board,/datadrive2/MeViS_release/train/JPEGImages/01811d604bf6,90,854,480,/datadrive2/MeViS_release/train/masks/01811d604bf6/1,01811d604bf6_1,0,89,/datadrive2/MeViS_release/train/boxes/01811d604bf6/1
shifting surfboard,/datadrive2/MeViS_release/train/JPEGImages/01811d604bf6,90,854,480,/datadrive2/MeViS_release/train/masks/01811d604bf6/2,01811d604bf6_2,0,89,/datadrive2/MeViS_release/train/boxes/01811d604bf6/2
car moving forward from right to left,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/0,c32b4e183034_0,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/0
car moving forward from left to right,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/1,c32b4e183034_1,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/1
black car move from right to left,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/2,c32b4e183034_2,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/2
white car park and move ahead from right to left,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/3,c32b4e183034_3,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/3
white car park and move behind from right to left,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/4,c32b4e183034_4,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/4
black car change road and move from right to left,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/5,c32b4e183034_5,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/5
sliver move and park and move from right to left,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/6,c32b4e183034_6,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/6
black car move from left to right,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/7,c32b4e183034_7,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/7
red car move from left to right,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/8,c32b4e183034_8,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/8
white car move from left to right,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/9,c32b4e183034_9,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/9
cars moving towards left,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/10,c32b4e183034_10,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/10
first car moving to right,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/11,c32b4e183034_11,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/11
red vehicles moving to right,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/12,c32b4e183034_12,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/12
white car moving to right,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/13,c32b4e183034_13,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/13
vehicles moving to right,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/14,c32b4e183034_14,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/14
white suv move forward from right to left,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/15,c32b4e183034_15,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/15
black car move forward from right to left,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/16,c32b4e183034_16,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/16
white car move forward a bit from right to left,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/17,c32b4e183034_17,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/17
second black car move forward from right to left,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/18,c32b4e183034_18,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/18
silver car move froward from right to left,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/19,c32b4e183034_19,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/19
balck suv move from left to right,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/20,c32b4e183034_20,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/20
minibus move from left to right,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/21,c32b4e183034_21,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/21
white suv move from left to right,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/22,c32b4e183034_22,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/22
silver suv move from left to right,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/23,c32b4e183034_23,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/23
car shifting forward from right-side to left-side,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/24,c32b4e183034_24,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/24
car shifting forward from left-side to right-side,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/25,c32b4e183034_25,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/25
black car shift from right-side to left-side,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/26,c32b4e183034_26,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/26
white car park and shift ahead from right-side to left-side,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/27,c32b4e183034_27,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/27
white car park and shift behind from right-side to left-side,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/28,c32b4e183034_28,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/28
black car change road and shift from right-side to left-side,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/29,c32b4e183034_29,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/29
sliver shift and park and shift from right-side to left-side,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/30,c32b4e183034_30,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/30
black car shift from left-side to right-side,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/31,c32b4e183034_31,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/31
red car shift from left-side to right-side,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/32,c32b4e183034_32,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/32
white car shift from left-side to right-side,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/33,c32b4e183034_33,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/33
cars shifting towards left-side,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/34,c32b4e183034_34,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/34
first car shifting to right-side,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/35,c32b4e183034_35,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/35
red vehicles shifting to right-side,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/36,c32b4e183034_36,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/36
white car shifting to right-side,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/37,c32b4e183034_37,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/37
vehicles shifting to right-side,/datadrive2/MeViS_release/train/JPEGImages/c32b4e183034,54,1076,720,/datadrive2/MeViS_release/train/masks/c32b4e183034/38,c32b4e183034_38,0,53,/datadrive2/MeViS_release/train/boxes/c32b4e183034/38
